phrase_id,raag,phrase,clip_id,video,t0,t1,cost,pitch_cost,orn_frac,gap_frac
Bageshree#0,Bageshree,",n S m",Bageshree/train_[uPLSOevIK-4]_chunk4.mp3,uPLSOevIK-4,3.27,3.48,3.167,3.0,0.0,0.167
Bageshree#0,Bageshree,",n S m",Bageshree/train_[QaE7GojryQE]_chunk2.mp3,QaE7GojryQE,2.97,3.38,3.174,3.0,0.0,0.174
Bageshree#0,Bageshree,",n S m",Bageshree/train_[p36qxVRg6kw]_chunk4.mp3,p36qxVRg6kw,15.32,15.61,3.188,3.0,0.0,0.188
Bageshree#0,Bageshree,",n S m",Bageshree/train_[FCw-Jo9_P8o]_chunk4.mp3,FCw-Jo9_P8o,1.69,2.35,3.189,3.0,0.0,0.189
Bageshree#0,Bageshree,",n S m",Bageshree/train_[FCw-Jo9_P8o]_chunk2.mp3,FCw-Jo9_P8o,7.66,8.04,3.19,3.0,0.0,0.19
Bageshree#0,Bageshree,",n S m",Bageshree/train_[FCw-Jo9_P8o]_chunk4.mp3,FCw-Jo9_P8o,11.47,11.89,3.208,3.0,0.0,0.208
Bageshree#0,Bageshree,",n S m",Bageshree/train_[8ldBWSCfR0Q]_chunk1.mp3,8ldBWSCfR0Q,0.0,1.01,3.211,3.0,0.105,0.105
Bageshree#0,Bageshree,",n S m",Bageshree/train_[QaE7GojryQE]_chunk4.mp3,QaE7GojryQE,4.89,5.23,3.211,3.0,0.0,0.211
Bageshree#0,Bageshree,",n S m",Bageshree/train_[IaWMS9vmWRM]_chunk1.mp3,IaWMS9vmWRM,14.1,14.42,3.222,3.0,0.0,0.222
Bageshree#0,Bageshree,",n S m",Bageshree/train_[QaE7GojryQE]_chunk3.mp3,QaE7GojryQE,2.9,3.22,3.222,3.0,0.0,0.222
Bageshree#0,Bageshree,",n S m",Bageshree/train_[QaE7GojryQE]_chunk2.mp3,QaE7GojryQE,4.64,4.94,3.235,3.0,0.0,0.235
Bageshree#0,Bageshree,",n S m",Bageshree/train_[rUoWx__itDo]_chunk2.mp3,rUoWx__itDo,6.86,7.16,3.235,3.0,0.0,0.235
Bageshree#0,Bageshree,",n S m",Bageshree/train_[wJPV6sIjWv4]_chunk0.mp3,wJPV6sIjWv4,16.23,16.53,3.235,3.0,0.0,0.235
Bageshree#0,Bageshree,",n S m",Bageshree/train_[8ldBWSCfR0Q]_chunk3.mp3,8ldBWSCfR0Q,12.73,12.94,3.25,3.0,0.0,0.25
Bageshree#0,Bageshree,",n S m",Bageshree/train_[p36qxVRg6kw]_chunk3.mp3,p36qxVRg6kw,3.66,3.95,3.25,3.0,0.0,0.25
Bageshree#0,Bageshree,",n S m",Bageshree/train_[wJPV6sIjWv4]_chunk0.mp3,wJPV6sIjWv4,17.48,17.76,3.25,3.0,0.0,0.25
Bageshree#0,Bageshree,",n S m",Bageshree/train_[p36qxVRg6kw]_chunk2.mp3,p36qxVRg6kw,17.87,18.49,3.257,3.0,0.143,0.114
Bageshree#0,Bageshree,",n S m",Bageshree/train_[FCw-Jo9_P8o]_chunk4.mp3,FCw-Jo9_P8o,19.15,19.41,3.267,3.0,0.0,0.267
Bageshree#0,Bageshree,",n S m",Bageshree/train_[IaWMS9vmWRM]_chunk0.mp3,IaWMS9vmWRM,3.04,3.4,3.267,3.0,0.0,0.267
Bageshree#0,Bageshree,",n S m",Bageshree/train_[p36qxVRg6kw]_chunk0.mp3,p36qxVRg6kw,12.85,13.12,3.267,3.0,0.067,0.2
Bageshree#0,Bageshree,",n S m",Bageshree/train_[QaE7GojryQE]_chunk2.mp3,QaE7GojryQE,7.75,8.07,3.278,3.0,0.0,0.278
Bageshree#0,Bageshree,",n S m",Bageshree/train_[IaWMS9vmWRM]_chunk0.mp3,IaWMS9vmWRM,3.43,3.68,3.286,3.0,0.0,0.286
Bageshree#0,Bageshree,",n S m",Bageshree/train_[QaE7GojryQE]_chunk2.mp3,QaE7GojryQE,2.26,2.51,3.286,3.0,0.0,0.286
Bageshree#0,Bageshree,",n S m",Bageshree/train_[p36qxVRg6kw]_chunk2.mp3,p36qxVRg6kw,1.96,2.45,3.286,3.0,0.0,0.286
Bageshree#0,Bageshree,",n S m",Bageshree/train_[p36qxVRg6kw]_chunk2.mp3,p36qxVRg6kw,13.58,13.83,3.286,3.0,0.0,0.286
Bageshree#0,Bageshree,",n S m",Bageshree/train_[rUoWx__itDo]_chunk3.mp3,rUoWx__itDo,16.68,16.92,3.286,3.0,0.0,0.286
Bageshree#0,Bageshree,",n S m",Bageshree/train_[p36qxVRg6kw]_chunk4.mp3,p36qxVRg6kw,19.22,19.7,3.296,3.0,0.148,0.148
Bageshree#0,Bageshree,",n S m",Bageshree/train_[QaE7GojryQE]_chunk2.mp3,QaE7GojryQE,3.36,3.59,3.308,3.0,0.0,0.308
Bageshree#0,Bageshree,",n S m",Bageshree/train_[wJPV6sIjWv4]_chunk0.mp3,wJPV6sIjWv4,12.46,12.69,3.308,3.0,0.0,0.308
Bageshree#0,Bageshree,",n S m",Bageshree/train_[p36qxVRg6kw]_chunk4.mp3,p36qxVRg6kw,7.24,7.68,3.32,3.0,0.04,0.28
Bageshree#0,Bageshree,",n S m",Bageshree/train_[QaE7GojryQE]_chunk0.mp3,QaE7GojryQE,6.63,6.84,3.333,3.0,0.0,0.333
Bageshree#0,Bageshree,",n S m",Bageshree/train_[p36qxVRg6kw]_chunk2.mp3,p36qxVRg6kw,11.16,11.59,3.333,3.0,0.0,0.333
Bageshree#0,Bageshree,",n S m",Bageshree/train_[p36qxVRg6kw]_chunk4.mp3,p36qxVRg6kw,11.7,12.05,3.333,3.0,0.111,0.222
Bageshree#0,Bageshree,",n S m",Bageshree/train_[wJPV6sIjWv4]_chunk0.mp3,wJPV6sIjWv4,16.02,16.23,3.333,3.0,0.0,0.333
Bageshree#0,Bageshree,",n S m",Bageshree/train_[wJPV6sIjWv4]_chunk0.mp3,wJPV6sIjWv4,1.51,1.72,3.333,3.0,0.0,0.333
Bageshree#0,Bageshree,",n S m",Bageshree/train_[FCw-Jo9_P8o]_chunk4.mp3,FCw-Jo9_P8o,4.16,4.57,3.348,3.0,0.0,0.348
Bageshree#0,Bageshree,",n S m",Bageshree/train_[wJPV6sIjWv4]_chunk1.mp3,wJPV6sIjWv4,15.22,15.63,3.348,3.0,0.0,0.348
Bageshree#0,Bageshree,",n S m",Bageshree/train_[QaE7GojryQE]_chunk0.mp3,QaE7GojryQE,9.21,9.67,3.364,3.0,0.0,0.364
Bageshree#0,Bageshree,",n S m",Bageshree/train_[wJPV6sIjWv4]_chunk1.mp3,wJPV6sIjWv4,15.57,16.52,3.471,3.0,0.0,0.471
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk3.mp3,rUoWx__itDo,13.33,13.74,0.0,0.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[wJPV6sIjWv4]_chunk2.mp3,wJPV6sIjWv4,15.75,16.21,0.0,0.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk1.mp3,rUoWx__itDo,9.24,10.19,0.026,0.0,0.0,0.026
Bageshree#4,Bageshree,m D n D,Bageshree/train_[wJPV6sIjWv4]_chunk2.mp3,wJPV6sIjWv4,2.83,3.45,0.036,0.0,0.0,0.036
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk2.mp3,p36qxVRg6kw,14.54,14.92,0.053,0.0,0.053,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[uPLSOevIK-4]_chunk4.mp3,uPLSOevIK-4,10.83,11.88,0.095,0.0,0.095,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk1.mp3,8ldBWSCfR0Q,3.13,3.73,0.101,0.101,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk3.mp3,rUoWx__itDo,18.72,19.16,0.12,0.0,0.12,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk4.mp3,rUoWx__itDo,1.99,2.45,0.154,0.0,0.154,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk1.mp3,FCw-Jo9_P8o,4.14,5.64,0.169,0.0,0.169,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[uPLSOevIK-4]_chunk4.mp3,uPLSOevIK-4,10.83,11.16,0.2,0.2,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[uPLSOevIK-4]_chunk1.mp3,uPLSOevIK-4,7.56,8.0,0.244,0.202,0.042,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk1.mp3,p36qxVRg6kw,15.25,16.05,0.248,0.248,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk4.mp3,rUoWx__itDo,7.59,7.93,0.256,0.151,0.0,0.105
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk2.mp3,rUoWx__itDo,4.94,5.42,0.277,0.2,0.0,0.077
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk3.mp3,rUoWx__itDo,7.75,8.25,0.3,0.15,0.0,0.15
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk1.mp3,rUoWx__itDo,13.21,13.56,0.3,0.2,0.1,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk2.mp3,FCw-Jo9_P8o,7.45,7.79,0.302,0.196,0.105,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk4.mp3,rUoWx__itDo,7.68,8.43,0.31,0.0,0.262,0.048
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk4.mp3,rUoWx__itDo,4.23,4.8,0.318,0.1,0.219,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk3.mp3,FCw-Jo9_P8o,13.55,14.08,0.32,0.054,0.267,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk2.mp3,FCw-Jo9_P8o,5.42,5.9,0.333,0.0,0.333,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk4.mp3,FCw-Jo9_P8o,17.26,17.67,0.343,0.3,0.043,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk1.mp3,FCw-Jo9_P8o,12.68,13.26,0.374,0.207,0.167,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk0.mp3,FCw-Jo9_P8o,3.09,3.48,0.381,0.154,0.136,0.091
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk4.mp3,rUoWx__itDo,12.11,12.71,0.382,0.0,0.382,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk1.mp3,FCw-Jo9_P8o,4.14,4.71,0.382,0.257,0.125,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk3.mp3,p36qxVRg6kw,2.13,2.52,0.4,0.4,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk1.mp3,p36qxVRg6kw,11.25,12.8,0.413,0.402,0.011,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk0.mp3,FCw-Jo9_P8o,9.4,9.85,0.433,0.393,0.04,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk1.mp3,8ldBWSCfR0Q,19.27,19.75,0.435,0.101,0.19,0.143
Bageshree#4,Bageshree,m D n D,Bageshree/train_[uPLSOevIK-4]_chunk1.mp3,uPLSOevIK-4,12.66,13.03,0.443,0.252,0.19,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk0.mp3,8ldBWSCfR0Q,4.28,4.57,0.452,0.452,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[wJPV6sIjWv4]_chunk2.mp3,wJPV6sIjWv4,7.22,7.77,0.454,0.195,0.259,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk3.mp3,FCw-Jo9_P8o,18.84,19.29,0.493,0.493,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk2.mp3,FCw-Jo9_P8o,3.25,3.61,0.496,0.396,0.1,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk3.mp3,FCw-Jo9_P8o,17.48,17.8,0.502,0.446,0.0,0.056
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk3.mp3,8ldBWSCfR0Q,2.06,2.4,0.507,0.402,0.0,0.105
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk2.mp3,QaE7GojryQE,0.28,1.0,0.536,0.173,0.364,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk3.mp3,FCw-Jo9_P8o,14.99,15.45,0.539,0.346,0.154,0.038
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk4.mp3,FCw-Jo9_P8o,18.65,19.22,0.54,0.196,0.344,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk1.mp3,p36qxVRg6kw,11.25,11.72,0.602,0.402,0.2,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk1.mp3,FCw-Jo9_P8o,19.27,19.63,0.693,0.693,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk0.mp3,p36qxVRg6kw,17.23,20.0,0.709,0.702,0.007,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[wJPV6sIjWv4]_chunk4.mp3,wJPV6sIjWv4,19.45,20.0,0.711,0.711,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk1.mp3,p36qxVRg6kw,16.07,16.92,0.719,0.698,0.0,0.021
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk2.mp3,8ldBWSCfR0Q,2.24,2.58,0.752,0.752,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk4.mp3,FCw-Jo9_P8o,15.52,16.07,0.754,0.592,0.161,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk1.mp3,FCw-Jo9_P8o,9.78,10.15,0.806,0.754,0.0,0.053
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk4.mp3,FCw-Jo9_P8o,15.93,16.36,0.842,0.592,0.25,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[uPLSOevIK-4]_chunk2.mp3,uPLSOevIK-4,17.35,17.76,0.85,0.85,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk3.mp3,p36qxVRg6kw,2.77,3.68,0.868,0.848,0.02,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk2.mp3,rUoWx__itDo,18.38,18.86,0.912,0.801,0.0,0.111
Bageshree#4,Bageshree,m D n D,Bageshree/train_[wJPV6sIjWv4]_chunk0.mp3,wJPV6sIjWv4,11.15,11.56,0.987,0.639,0.261,0.087
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk3.mp3,FCw-Jo9_P8o,16.2,16.53,0.996,0.996,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk0.mp3,rUoWx__itDo,4.94,6.76,1.051,1.051,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk4.mp3,p36qxVRg6kw,18.93,19.34,1.085,0.824,0.261,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk0.mp3,p36qxVRg6kw,17.23,19.02,1.174,1.152,0.022,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk2.mp3,p36qxVRg6kw,16.05,16.64,1.188,0.126,0.062,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk0.mp3,FCw-Jo9_P8o,18.06,18.38,1.257,1.257,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[wJPV6sIjWv4]_chunk1.mp3,wJPV6sIjWv4,7.48,7.91,1.286,1.161,0.0,0.125
Bageshree#4,Bageshree,m D n D,Bageshree/train_[wJPV6sIjWv4]_chunk2.mp3,wJPV6sIjWv4,1.35,1.67,1.287,1.111,0.0,0.176
Bageshree#4,Bageshree,m D n D,Bageshree/train_[wJPV6sIjWv4]_chunk4.mp3,wJPV6sIjWv4,17.48,18.29,1.311,1.311,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk0.mp3,p36qxVRg6kw,17.23,18.76,1.385,1.352,0.033,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk3.mp3,rUoWx__itDo,2.47,4.32,1.485,1.401,0.085,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk0.mp3,rUoWx__itDo,8.84,9.48,1.501,1.501,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk0.mp3,rUoWx__itDo,4.94,6.47,1.601,1.601,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk0.mp3,rUoWx__itDo,4.94,6.36,1.601,1.601,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk0.mp3,p36qxVRg6kw,17.23,18.63,1.645,1.602,0.043,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk0.mp3,p36qxVRg6kw,17.23,18.61,1.647,1.602,0.045,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[uPLSOevIK-4]_chunk4.mp3,uPLSOevIK-4,7.27,7.77,1.676,0.605,0.071,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk0.mp3,rUoWx__itDo,4.94,6.35,1.751,1.751,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[p36qxVRg6kw]_chunk1.mp3,p36qxVRg6kw,0.0,0.3,1.761,1.702,0.0,0.059
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk4.mp3,FCw-Jo9_P8o,16.92,17.21,1.77,1.708,0.0,0.062
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk3.mp3,rUoWx__itDo,2.47,3.41,1.795,1.601,0.194,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[uPLSOevIK-4]_chunk4.mp3,uPLSOevIK-4,17.23,17.53,1.952,1.952,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk4.mp3,QaE7GojryQE,8.8,9.37,2.077,2.077,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk2.mp3,FCw-Jo9_P8o,0.25,0.75,2.089,1.696,0.286,0.107
Bageshree#4,Bageshree,m D n D,Bageshree/train_[uPLSOevIK-4]_chunk4.mp3,uPLSOevIK-4,8.36,8.68,2.102,2.102,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk2.mp3,rUoWx__itDo,15.84,16.75,2.514,2.101,0.348,0.065
Bageshree#4,Bageshree,m D n D,Bageshree/train_[rUoWx__itDo]_chunk2.mp3,rUoWx__itDo,10.47,10.84,2.587,2.349,0.095,0.143
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk0.mp3,FCw-Jo9_P8o,7.34,7.7,2.758,1.708,0.0,0.05
Bageshree#4,Bageshree,m D n D,Bageshree/train_[uPLSOevIK-4]_chunk3.mp3,uPLSOevIK-4,9.99,10.42,2.761,2.552,0.167,0.042
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk0.mp3,8ldBWSCfR0Q,0.59,0.94,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk0.mp3,8ldBWSCfR0Q,0.82,1.26,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk0.mp3,8ldBWSCfR0Q,16.5,16.78,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk1.mp3,8ldBWSCfR0Q,11.09,11.66,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk1.mp3,8ldBWSCfR0Q,13.4,13.72,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk1.mp3,8ldBWSCfR0Q,13.58,13.92,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk2.mp3,8ldBWSCfR0Q,9.72,10.01,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk2.mp3,8ldBWSCfR0Q,2.1,2.38,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk2.mp3,8ldBWSCfR0Q,18.99,19.27,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk2.mp3,8ldBWSCfR0Q,7.75,8.04,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk4.mp3,8ldBWSCfR0Q,0.18,0.76,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk4.mp3,8ldBWSCfR0Q,0.04,0.32,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk4.mp3,8ldBWSCfR0Q,1.83,2.15,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk4.mp3,8ldBWSCfR0Q,1.65,1.97,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[8ldBWSCfR0Q]_chunk4.mp3,8ldBWSCfR0Q,0.62,0.91,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk0.mp3,FCw-Jo9_P8o,4.02,4.68,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[FCw-Jo9_P8o]_chunk2.mp3,FCw-Jo9_P8o,3.77,4.37,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk0.mp3,IaWMS9vmWRM,17.51,17.8,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk0.mp3,IaWMS9vmWRM,12.53,12.82,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk0.mp3,IaWMS9vmWRM,8.34,8.62,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk0.mp3,IaWMS9vmWRM,2.84,3.13,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk1.mp3,IaWMS9vmWRM,4.32,4.62,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk2.mp3,IaWMS9vmWRM,12.05,12.34,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk2.mp3,IaWMS9vmWRM,14.29,14.6,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk3.mp3,IaWMS9vmWRM,15.48,15.77,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk3.mp3,IaWMS9vmWRM,11.52,11.8,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk3.mp3,IaWMS9vmWRM,14.52,14.81,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk3.mp3,IaWMS9vmWRM,8.53,8.82,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk3.mp3,IaWMS9vmWRM,18.4,18.68,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[IaWMS9vmWRM]_chunk4.mp3,IaWMS9vmWRM,9.74,10.03,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk0.mp3,QaE7GojryQE,4.69,5.12,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk1.mp3,QaE7GojryQE,2.81,3.11,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk1.mp3,QaE7GojryQE,4.53,4.84,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk1.mp3,QaE7GojryQE,2.44,2.95,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk2.mp3,QaE7GojryQE,16.14,16.48,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk2.mp3,QaE7GojryQE,15.93,16.48,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk2.mp3,QaE7GojryQE,15.66,16.48,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk2.mp3,QaE7GojryQE,15.63,16.48,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk3.mp3,QaE7GojryQE,20.34,20.69,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk3.mp3,QaE7GojryQE,16.84,17.12,3.0,3.0,0.0,0.0
Bageshree#4,Bageshree,m D n D,Bageshree/train_[QaE7GojryQE]_chunk4.mp3,QaE7GojryQE,17.35,17.64,3.0,3.0,0.0,0.0
