phrase_id,raag,phrase,clip_id,video,t0,t1,cost,pitch_cost,orn_frac,gap_frac
Lalit#3,Lalit,G m M m,Lalit/train_[hJ8dQge_OJY]_chunk0.mp3,hJ8dQge_OJY,2.7,4.0,1.249,1.249,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[hJ8dQge_OJY]_chunk0.mp3,hJ8dQge_OJY,2.7,4.02,1.249,1.249,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[hJ8dQge_OJY]_chunk0.mp3,hJ8dQge_OJY,2.7,4.04,1.249,1.249,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk1.mp3,0xb3rorA4Wo,1.44,1.8,1.25,1.25,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk1.mp3,GDxVV60_RcU,13.87,14.2,1.25,1.187,0.0,0.062
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk0.mp3,GDxVV60_RcU,3.8,4.5,1.263,1.263,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[smYksULTb4I]_chunk1.mp3,smYksULTb4I,6.26,6.77,1.292,1.246,0.045,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[NAc1yRhmoPs]_chunk0.mp3,NAc1yRhmoPs,8.91,9.42,1.3,1.3,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[Xdy2gufZoFU]_chunk4.mp3,Xdy2gufZoFU,1.53,2.15,1.3,1.3,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[hJ8dQge_OJY]_chunk2.mp3,hJ8dQge_OJY,0.71,1.21,1.301,1.301,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk4.mp3,GDxVV60_RcU,8.69,9.39,1.337,1.337,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[W8R--A38sxk]_chunk4.mp3,W8R--A38sxk,18.03,18.31,1.341,1.341,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[NAc1yRhmoPs]_chunk0.mp3,NAc1yRhmoPs,8.34,9.42,1.35,1.35,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[NAc1yRhmoPs]_chunk0.mp3,NAc1yRhmoPs,8.21,9.42,1.35,1.35,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[NAc1yRhmoPs]_chunk0.mp3,NAc1yRhmoPs,8.21,9.42,1.35,1.35,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[NAc1yRhmoPs]_chunk0.mp3,NAc1yRhmoPs,8.21,9.42,1.35,1.35,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[Xdy2gufZoFU]_chunk4.mp3,Xdy2gufZoFU,1.21,2.15,1.35,1.35,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[Xdy2gufZoFU]_chunk4.mp3,Xdy2gufZoFU,1.19,2.15,1.35,1.35,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[hJ8dQge_OJY]_chunk3.mp3,hJ8dQge_OJY,29.07,29.44,1.351,1.351,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk4.mp3,0xb3rorA4Wo,16.92,17.24,1.362,1.25,0.111,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[hJ8dQge_OJY]_chunk3.mp3,hJ8dQge_OJY,7.63,7.91,1.362,1.299,0.0,0.062
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk4.mp3,GDxVV60_RcU,12.69,13.08,1.363,1.363,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk4.mp3,1AYckL0Qx1Q,16.41,16.75,1.399,1.241,0.158,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk0.mp3,GDxVV60_RcU,1.8,3.32,1.437,1.437,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk0.mp3,GDxVV60_RcU,1.8,3.24,1.437,1.437,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk0.mp3,GDxVV60_RcU,1.8,3.22,1.437,1.437,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk4.mp3,GDxVV60_RcU,12.55,13.08,1.437,1.437,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[W8R--A38sxk]_chunk4.mp3,W8R--A38sxk,12.5,12.91,1.441,1.441,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[smYksULTb4I]_chunk1.mp3,smYksULTb4I,6.6,6.92,1.496,1.496,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk1.mp3,GDxVV60_RcU,9.88,10.29,1.5,1.437,0.0,0.062
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk4.mp3,0xb3rorA4Wo,18.9,19.34,1.54,0.5,0.04,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk0.mp3,1AYckL0Qx1Q,17.69,18.01,1.541,1.541,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk1.mp3,GDxVV60_RcU,19.72,20.0,1.563,1.563,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk0.mp3,1AYckL0Qx1Q,3.95,4.34,1.568,1.341,0.227,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk3.mp3,GDxVV60_RcU,14.95,15.98,1.599,1.437,0.161,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[NAc1yRhmoPs]_chunk2.mp3,NAc1yRhmoPs,12.36,12.64,1.65,1.65,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk0.mp3,0xb3rorA4Wo,15.75,16.04,1.7,1.7,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk2.mp3,1AYckL0Qx1Q,18.97,19.52,1.729,1.309,0.387,0.032
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk2.mp3,1AYckL0Qx1Q,17.49,18.01,1.738,1.6,0.138,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[smYksULTb4I]_chunk2.mp3,smYksULTb4I,8.12,8.64,1.754,1.346,0.37,0.037
Lalit#3,Lalit,G m M m,Lalit/train_[smYksULTb4I]_chunk2.mp3,smYksULTb4I,7.48,8.16,1.806,1.346,0.405,0.054
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk2.mp3,1AYckL0Qx1Q,6.04,6.47,1.824,1.741,0.083,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk2.mp3,0xb3rorA4Wo,0.71,1.23,1.85,1.85,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk0.mp3,0xb3rorA4Wo,16.89,17.17,1.85,1.85,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[hJ8dQge_OJY]_chunk1.mp3,hJ8dQge_OJY,12.69,12.98,1.888,1.701,0.0,0.188
Lalit#3,Lalit,G m M m,Lalit/train_[W8R--A38sxk]_chunk2.mp3,W8R--A38sxk,4.36,4.73,1.897,1.659,0.238,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk2.mp3,0xb3rorA4Wo,0.0,0.28,1.963,1.9,0.0,0.062
Lalit#3,Lalit,G m M m,Lalit/train_[W4p_lZa4OHs]_chunk4.mp3,W4p_lZa4OHs,2.95,3.24,1.971,1.971,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk3.mp3,GDxVV60_RcU,16.73,17.01,1.987,1.987,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk4.mp3,1AYckL0Qx1Q,19.32,19.72,2.032,1.941,0.091,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk3.mp3,GDxVV60_RcU,14.95,15.32,2.037,2.037,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[W4p_lZa4OHs]_chunk1.mp3,W4p_lZa4OHs,1.99,2.31,2.121,2.121,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[W4p_lZa4OHs]_chunk1.mp3,W4p_lZa4OHs,13.8,14.08,2.171,2.171,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[W4p_lZa4OHs]_chunk4.mp3,W4p_lZa4OHs,2.74,3.02,2.371,2.371,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk1.mp3,GDxVV60_RcU,19.56,19.84,2.537,2.537,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk1.mp3,GDxVV60_RcU,19.06,19.68,2.687,2.687,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk3.mp3,1AYckL0Qx1Q,15.86,16.14,2.741,2.741,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk4.mp3,1AYckL0Qx1Q,16.12,16.44,2.818,2.541,0.111,0.167
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk2.mp3,0xb3rorA4Wo,0.71,1.42,2.854,2.55,0.304,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[smYksULTb4I]_chunk2.mp3,smYksULTb4I,9.97,10.4,2.873,2.873,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk1.mp3,1AYckL0Qx1Q,9.28,9.56,2.891,2.641,0.0,0.25
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk3.mp3,1AYckL0Qx1Q,12.89,13.19,2.897,2.78,0.0,0.118
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk0.mp3,0xb3rorA4Wo,3.25,3.54,2.9,2.9,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[smYksULTb4I]_chunk2.mp3,smYksULTb4I,9.85,10.13,2.973,2.973,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk2.mp3,0xb3rorA4Wo,1.19,1.49,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk2.mp3,0xb3rorA4Wo,6.83,7.11,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk1.mp3,1AYckL0Qx1Q,8.84,9.12,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk1.mp3,1AYckL0Qx1Q,5.19,5.48,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk1.mp3,1AYckL0Qx1Q,6.22,6.51,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[1AYckL0Qx1Q]_chunk3.mp3,1AYckL0Qx1Q,14.4,14.68,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk4.mp3,GDxVV60_RcU,7.38,7.66,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[NAc1yRhmoPs]_chunk2.mp3,NAc1yRhmoPs,4.09,4.39,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[NAc1yRhmoPs]_chunk2.mp3,NAc1yRhmoPs,10.28,10.81,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[NAc1yRhmoPs]_chunk2.mp3,NAc1yRhmoPs,3.93,4.21,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[NAc1yRhmoPs]_chunk2.mp3,NAc1yRhmoPs,14.92,15.2,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[W8R--A38sxk]_chunk2.mp3,W8R--A38sxk,12.64,12.92,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[W8R--A38sxk]_chunk2.mp3,W8R--A38sxk,18.33,18.61,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[W8R--A38sxk]_chunk2.mp3,W8R--A38sxk,2.22,2.83,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[W8R--A38sxk]_chunk2.mp3,W8R--A38sxk,2.22,2.92,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[smYksULTb4I]_chunk1.mp3,smYksULTb4I,2.72,3.15,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[smYksULTb4I]_chunk1.mp3,smYksULTb4I,2.72,3.27,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[smYksULTb4I]_chunk1.mp3,smYksULTb4I,4.46,4.75,3.0,3.0,0.0,0.0
Lalit#3,Lalit,G m M m,Lalit/train_[GDxVV60_RcU]_chunk3.mp3,GDxVV60_RcU,17.01,17.3,3.125,3.0,0.0,0.125
Lalit#3,Lalit,G m M m,Lalit/train_[0xb3rorA4Wo]_chunk4.mp3,0xb3rorA4Wo,0.0,0.5,3.143,3.0,0.0,0.143
Lalit#3,Lalit,G m M m,Lalit/train_[hJ8dQge_OJY]_chunk1.mp3,hJ8dQge_OJY,23.41,23.95,3.154,3.0,0.0,0.154
Lalit#3,Lalit,G m M m,Lalit/train_[smYksULTb4I]_chunk2.mp3,smYksULTb4I,19.31,19.63,3.167,3.0,0.0,0.167
Lalit#3,Lalit,G m M m,Lalit/train_[Xdy2gufZoFU]_chunk4.mp3,Xdy2gufZoFU,12.89,13.17,3.25,3.0,0.0,0.25
Lalit#3,Lalit,G m M m,Lalit/train_[W8R--A38sxk]_chunk4.mp3,W8R--A38sxk,11.34,11.68,3.263,3.0,0.105,0.158
Lalit#3,Lalit,G m M m,Lalit/train_[Xdy2gufZoFU]_chunk4.mp3,Xdy2gufZoFU,10.15,10.56,3.304,3.0,0.304,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk4.mp3,smYksULTb4I,13.03,13.4,0.0,0.0,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[0xb3rorA4Wo]_chunk2.mp3,0xb3rorA4Wo,0.16,0.57,0.0,0.0,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk4.mp3,smYksULTb4I,9.92,10.28,0.027,0.027,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk4.mp3,smYksULTb4I,11.52,11.86,0.059,0.0,0.0,0.059
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk4.mp3,smYksULTb4I,12.28,12.64,0.077,0.077,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk4.mp3,smYksULTb4I,13.87,14.28,0.136,0.077,0.0,0.059
Lalit#4,Lalit,M G r S,Lalit/train_[0xb3rorA4Wo]_chunk0.mp3,0xb3rorA4Wo,12.53,13.76,0.144,0.1,0.0,0.044
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk2.mp3,smYksULTb4I,8.52,9.01,0.167,0.123,0.043,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W4p_lZa4OHs]_chunk4.mp3,W4p_lZa4OHs,9.23,9.71,0.18,0.065,0.038,0.077
Lalit#4,Lalit,M G r S,Lalit/train_[GDxVV60_RcU]_chunk4.mp3,GDxVV60_RcU,6.9,8.27,0.185,0.169,0.016,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk1.mp3,hJ8dQge_OJY,18.08,19.13,0.199,0.199,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk2.mp3,smYksULTb4I,7.06,7.7,0.326,0.013,0.25,0.062
Lalit#4,Lalit,M G r S,Lalit/train_[GDxVV60_RcU]_chunk0.mp3,GDxVV60_RcU,4.27,5.76,0.395,0.331,0.063,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk4.mp3,W8R--A38sxk,6.79,7.18,0.441,0.35,0.091,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk2.mp3,hJ8dQge_OJY,8.23,8.82,0.492,0.25,0.242,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk2.mp3,hJ8dQge_OJY,1.3,2.2,0.581,0.301,0.28,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk4.mp3,hJ8dQge_OJY,22.97,23.34,0.649,0.649,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk0.mp3,W8R--A38sxk,9.71,10.1,0.698,0.47,0.227,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk3.mp3,hJ8dQge_OJY,0.46,0.84,0.701,0.701,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W4p_lZa4OHs]_chunk3.mp3,W4p_lZa4OHs,3.56,4.27,0.705,0.38,0.3,0.025
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk3.mp3,hJ8dQge_OJY,22.17,22.58,0.749,0.749,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk4.mp3,1AYckL0Qx1Q,17.01,17.49,0.771,0.48,0.292,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk3.mp3,smYksULTb4I,4.69,5.17,0.796,0.796,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk4.mp3,1AYckL0Qx1Q,8.64,9.16,0.808,0.38,0.429,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk2.mp3,1AYckL0Qx1Q,2.9,3.54,0.89,0.47,0.419,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W4p_lZa4OHs]_chunk3.mp3,W4p_lZa4OHs,12.11,12.39,0.921,0.921,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk2.mp3,hJ8dQge_OJY,39.98,40.59,0.922,0.801,0.121,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk3.mp3,1AYckL0Qx1Q,9.05,9.56,0.926,0.65,0.241,0.034
Lalit#4,Lalit,M G r S,Lalit/train_[W4p_lZa4OHs]_chunk3.mp3,W4p_lZa4OHs,2.81,3.11,0.988,0.871,0.059,0.059
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk2.mp3,1AYckL0Qx1Q,16.44,16.96,0.991,0.75,0.172,0.069
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk2.mp3,W8R--A38sxk,2.12,3.5,1.0,0.0,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[GDxVV60_RcU]_chunk4.mp3,GDxVV60_RcU,10.24,11.09,1.004,0.937,0.0,0.067
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk3.mp3,1AYckL0Qx1Q,15.47,15.84,1.059,1.059,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk0.mp3,W8R--A38sxk,11.25,12.16,1.191,1.191,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk0.mp3,smYksULTb4I,2.24,2.56,1.254,1.254,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk4.mp3,1AYckL0Qx1Q,5.8,6.24,1.345,1.041,0.304,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk1.mp3,hJ8dQge_OJY,38.58,39.11,1.399,0.399,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[NAc1yRhmoPs]_chunk3.mp3,NAc1yRhmoPs,3.86,4.14,1.4,1.4,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk2.mp3,1AYckL0Qx1Q,19.08,19.36,1.43,1.43,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[GDxVV60_RcU]_chunk3.mp3,GDxVV60_RcU,16.92,17.65,1.446,1.387,0.0,0.059
Lalit#4,Lalit,M G r S,Lalit/train_[NAc1yRhmoPs]_chunk4.mp3,NAc1yRhmoPs,16.44,16.8,1.45,1.45,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[NAc1yRhmoPs]_chunk1.mp3,NAc1yRhmoPs,8.55,9.26,1.45,1.45,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[Xdy2gufZoFU]_chunk0.mp3,Xdy2gufZoFU,9.35,9.64,1.462,1.4,0.0,0.062
Lalit#4,Lalit,M G r S,Lalit/train_[Xdy2gufZoFU]_chunk2.mp3,Xdy2gufZoFU,4.91,5.19,1.463,1.4,0.0,0.062
Lalit#4,Lalit,M G r S,Lalit/train_[0xb3rorA4Wo]_chunk4.mp3,0xb3rorA4Wo,19.48,19.79,1.5,1.5,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk4.mp3,W8R--A38sxk,10.88,11.36,1.517,1.109,0.37,0.037
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk3.mp3,1AYckL0Qx1Q,12.62,12.92,1.535,1.241,0.059,0.235
Lalit#4,Lalit,M G r S,Lalit/train_[0xb3rorA4Wo]_chunk3.mp3,0xb3rorA4Wo,19.36,19.66,1.559,1.5,0.059,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[NAc1yRhmoPs]_chunk4.mp3,NAc1yRhmoPs,19.47,20.0,1.606,1.55,0.0,0.056
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk4.mp3,hJ8dQge_OJY,2.38,2.97,1.641,0.55,0.0,0.091
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk3.mp3,smYksULTb4I,16.92,17.64,1.654,1.204,0.35,0.1
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk0.mp3,smYksULTb4I,12.41,13.12,1.654,1.254,0.4,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk3.mp3,W8R--A38sxk,13.85,14.19,1.691,1.691,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk1.mp3,W8R--A38sxk,16.44,17.3,1.709,1.709,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[NAc1yRhmoPs]_chunk4.mp3,NAc1yRhmoPs,15.66,16.14,1.722,1.45,0.273,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[0xb3rorA4Wo]_chunk3.mp3,0xb3rorA4Wo,1.72,2.01,1.75,1.75,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[0xb3rorA4Wo]_chunk3.mp3,0xb3rorA4Wo,9.76,10.19,1.758,0.55,0.208,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk2.mp3,W8R--A38sxk,4.98,5.49,1.779,0.641,0.0,0.138
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk3.mp3,smYksULTb4I,12.78,13.08,1.796,1.796,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk2.mp3,hJ8dQge_OJY,19.24,19.75,1.799,1.599,0.2,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W4p_lZa4OHs]_chunk0.mp3,W4p_lZa4OHs,5.42,5.78,1.81,0.81,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[NAc1yRhmoPs]_chunk4.mp3,NAc1yRhmoPs,18.84,19.47,1.85,1.85,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[0xb3rorA4Wo]_chunk2.mp3,0xb3rorA4Wo,1.1,1.83,1.874,1.85,0.024,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk2.mp3,hJ8dQge_OJY,34.13,34.83,1.879,0.7,0.154,0.026
Lalit#4,Lalit,M G r S,Lalit/train_[smYksULTb4I]_chunk2.mp3,smYksULTb4I,7.98,8.43,1.897,1.854,0.0,0.043
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk0.mp3,1AYckL0Qx1Q,1.76,2.1,1.94,1.73,0.158,0.053
Lalit#4,Lalit,M G r S,Lalit/train_[W4p_lZa4OHs]_chunk1.mp3,W4p_lZa4OHs,7.59,8.07,1.963,0.629,0.259,0.074
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk3.mp3,1AYckL0Qx1Q,14.49,15.06,2.038,0.85,0.188,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk0.mp3,W8R--A38sxk,10.31,10.63,2.041,2.041,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W4p_lZa4OHs]_chunk0.mp3,W4p_lZa4OHs,6.2,6.79,2.081,2.021,0.061,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk2.mp3,1AYckL0Qx1Q,15.57,16.3,2.174,1.93,0.122,0.122
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk3.mp3,hJ8dQge_OJY,21.64,22.01,2.199,1.199,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[Xdy2gufZoFU]_chunk2.mp3,Xdy2gufZoFU,1.07,1.83,2.2,1.2,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk4.mp3,hJ8dQge_OJY,37.48,37.8,2.216,2.049,0.111,0.056
Lalit#4,Lalit,M G r S,Lalit/train_[1AYckL0Qx1Q]_chunk3.mp3,1AYckL0Qx1Q,13.99,14.4,2.233,2.059,0.174,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[Xdy2gufZoFU]_chunk3.mp3,Xdy2gufZoFU,4.2,4.48,2.3,1.3,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[hJ8dQge_OJY]_chunk4.mp3,hJ8dQge_OJY,0.62,0.98,2.301,1.301,0.0,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W4p_lZa4OHs]_chunk0.mp3,W4p_lZa4OHs,5.96,6.45,2.322,1.929,0.393,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk4.mp3,W8R--A38sxk,1.19,1.49,2.349,2.291,0.059,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W4p_lZa4OHs]_chunk1.mp3,W4p_lZa4OHs,18.35,18.86,2.358,1.22,0.138,0.0
Lalit#4,Lalit,M G r S,Lalit/train_[W8R--A38sxk]_chunk2.mp3,W8R--A38sxk,12.71,14.63,2.371,1.241,0.13,0.0
